PARTIDA;TURNO;NOME_AGENTE;COR_PECA;PLY_TIME;MAX DEPTH; BFACTOR; TOTAL_NODES;MAX BRANCH;MAX BOARD;RESULTADO;
63;6;MINIMAX_T;1;2.579;5;16.0;893441;19;20000	00100	01201	00020	00000	; ;
63;7;MCTS;2;2.711;9;11.0;124058;18;20200	01100	01200	00020	00000	; ;
63;8;MINIMAX_T;1;2.328;5;14.0;1082385;18;20000	01120	01200	00020	00000	; ;
63;9;MCTS;2;2.329;9;9.0;125987;17;20000	01120	01200	01020	00000	; ;
63;10;MINIMAX_T;1;1.667;5;12.0;562661;16;22000	01120	01200	01020	00000	; ;
63;11;MCTS;2;1.668;10;6.0;84156;15;22010	01120	01200	01020	00000	; ;
63;12;MINIMAX_T;1;0.739;5;10.0;263989;14;22010	01120	21200	01020	00000	; ;
63;13;MCTS;2;0.74;7;7.0;50539;13;22010	01120	21200	01020	01000	; ;
63;14;MINIMAX_T;1;0.288;5;8.0;91445;12;22010	21120	21200	01020	01000	; ;
63;15;MCTS;2;0.289;4;8.0;6746;11;22010	21120	21200	11020	01000	; ;
63;16;MINIMAX_T;1;0.085;5;6.0;36101;10;22010	21120	21220	11020	01000	; ;
63;17;MCTS;2;0.107;5;5.0;4571;9;22010	21120	21220	11020	01010	; ;
63;18;MINIMAX_T;1;0.017;5;4.0;8801;8;22210	21120	21220	11020	01010	; ;
63;19;MCTS;2;0.018;5;3.0;2074;7;22210	21120	21220	11020	01110	; ;
63;20;MINIMAX_T;1;0.004;5;2.0;1237;6;22210	21120	21220	11220	01110	; ;
63;21;MCTS;2;0.005;5;1.0;326;5;22210	21120	21220	11221	01110	; ;
63;22;MINIMAX_T;1;0.0;5;1.0;65;4;22212	21120	21220	11221	01110	; ;
63;23;MCTS;2;0.001;3;1.0;16;3;22212	21120	21221	11221	01110	; ;
63;24;MINIMAX_T;1;0.0;5;1.0;5;2;22212	21120	21221	11221	01112	; ;
63;25;MCTS;2;0.001;1;1.0;2;1;22212	21120	21221	11221	11112	;EMPATE;
64;1;MINIMAX_T;1;2.107;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
64;2;MCTS;2;2.108;11;14.0;65349;23;02000	00100	00000	00000	00000	; ;
64;3;MINIMAX_T;1;5.274;5;19.0;1979918;22;01000	00100	00200	00000	00000	; ;
64;4;MCTS;2;5.275;10;13.0;267669;21;00000	00100	01220	00000	00000	; ;
64;5;MINIMAX_T;1;3.008;5;17.0;1281801;20;20100	00100	01200	00000	00000	; ;
64;6;MCTS;2;3.009;10;12.0;137452;19;20000	01100	01202	00000	00000	; ;
64;7;MINIMAX_T;1;2.741;5;15.0;1471304;19;20000	01120	01200	00000	00000	; ;
64;8;MCTS;2;2.742;10;10.0;176266;18;20000	01120	01200	01000	00000	; ;
64;9;MINIMAX_T;1;2.262;5;13.0;798590;17;22000	01120	01200	01000	00000	; ;
64;10;MCTS;2;2.263;10;7.0;119572;16;22010	01120	01200	01000	00000	; ;
64;11;MINIMAX_T;1;1.003;5;11.0;392644;15;22010	01120	01200	21000	00000	; ;
64;12;MCTS;2;1.004;8;7.0;89210;14;22010	01120	01200	21000	01000	; ;
64;13;MINIMAX_T;1;0.363;5;9.0;148274;13;22010	21120	01200	21000	01000	; ;
64;14;MCTS;2;0.364;4;9.0;9577;12;22010	21120	11200	21000	01000	; ;
64;15;MINIMAX_T;1;0.139;5;7.0;64472;11;22010	21120	11200	21000	01020	; ;
64;16;MCTS;2;0.14;5;6.0;6164;10;22010	21121	11200	21000	01020	; ;
64;17;MINIMAX_T;1;0.031;5;5.0;18730;9;22010	21121	11200	21200	01020	; ;
64;18;MCTS;2;0.032;4;5.0;1926;8;22010	21121	11210	21200	01020	; ;
64;19;MINIMAX_T;1;0.009;5;3.0;3620;7;22012	21121	11210	21200	01020	; ;
64;20;MCTS;2;0.01;5;2.0;1134;6;22112	21121	11210	21200	01020	; ;
64;21;MINIMAX_T;1;0.002;5;1.0;326;5;22112	21121	11212	21200	01020	; ;
64;22;MCTS;2;0.003;4;1.0;65;4;22112	21121	11212	21200	11020	; ;
64;23;MINIMAX_T;1;0.0;5;1.0;16;3;22112	21121	11212	21202	11020	; ;
64;24;MCTS;2;0.001;2;1.0;5;2;22112	21121	11212	21202	11120	; ;
64;25;MINIMAX_T;1;0.0;5;1.0;2;1;22112	21121	11212	21202	11122	;EMPATE;
